PipeID,Age,Diameter,Depth,Slope,Length,PipeType,NetworkTyp,Connection,PipeForm,Material,Rainfall,Geology,GroundWate,SoilType,Building,LandCover,RoadClass,TrafficVol,Population,Score,Class
"57254","48","225",-2.08,0.22,8.84,Combined,Main,MUF,S,BET,153.20,Geology_1,26.21,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,65.59,"64",Very bad
"57268","36","160",-2.35,5.76,29.41,Wastewater,Main,Others,S,PVC,153.16,Geology_1,24.68,Soiltype_13,No,LandUse_10,RoadClass_2,0.00,9.22,"27",Bad
"57269","36","160",-1.83,3.93,28.54,Wastewater,Main,Others,S,PVC,153.17,Geology_1,25.15,Soiltype_13,No,LandUse_10,RoadClass_1,0.00,9.22,"4",Very good
"57279","34","160",-2.12,4.11,19.90,Wastewater,Main,Others,S,PVC,153.18,Geology_1,24.84,Soiltype_13,No,LandUse_10,RoadClass_2,0.00,71.74,"5",Very good
"57282","34","160",-2.03,2.56,63.85,Wastewater,Main,Others,S,PVC,153.19,Geology_1,24.96,Soiltype_13,No,LandUse_10,RoadClass_2,0.00,71.74,"2",Very good
"57286","42","225",-2.57,4.93,45.72,Wastewater,Main,MUF,S,BET,153.20,Geology_1,24.70,Soiltype_13,No,LandUse_10,RoadClass_3,0.00,71.74,"18",Questionable
"57290","42","200",-2.71,1.66,32.62,Wastewater,Main,MUF,S,BET,153.22,Geology_1,24.27,Soiltype_13,No,LandUse_10,RoadClass_1,0.00,71.74,"0",Very good
"57300","42","160",-1.97,5.18,56.84,Wastewater,Main,Others,S,PVC,153.21,Geology_1,24.93,Soiltype_13,No,LandUse_10,RoadClass_1,0.00,71.74,"5",Very good
"57310","42","160",-1.91,1.69,39.94,Wastewater,Main,Others,S,PVC,153.21,Geology_1,25.22,Soiltype_13,No,LandUse_10,RoadClass_2,0.00,71.74,"0",Very good
"57311","42","160",-2.22,4.84,29.32,Wastewater,Main,Others,S,PVC,153.20,Geology_1,25.45,Soiltype_13,No,LandUse_10,RoadClass_2,0.00,71.74,"48",Bad
"57324","42","200",-2.25,0.09,50.06,Wastewater,Main,MUF,S,BET,153.22,Geology_1,24.03,Soiltype_13,No,LandUse_10,RoadClass_3,0.00,96.33,"16",Questionable
"57337","48","225",-2.17,3.11,46.98,Combined,Main,MUF,S,BET,153.03,Geology_1,25.36,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,194.71,"9",Good
"57394","42","200",-2.69,19.99,11.84,Wastewater,Main,MUF,S,BET,153.30,Geology_3,24.45,Soiltype_6,No,LandUse_10,RoadClass_5,0.00,71.74,"716",Very bad
"57395","42","200",-1.75,2.02,17.17,Wastewater,Main,MUF,S,BET,153.29,Geology_3,24.44,Soiltype_6,No,LandUse_10,RoadClass_5,0.00,71.74,"0",Very good
"57498","34","315",-1.59,2.08,52.17,Wastewater,Main,Others,S,PVC,153.25,Geology_3,22.25,Soiltype_13,No,LandUse_30,RoadClass_5,0.00,,"0",Very good
"57500","34","315",-2.08,-1.38,38.41,Wastewater,Main,Others,S,PVC,153.29,Geology_3,22.02,Soiltype_13,No,LandUse_30,RoadClass_5,0.00,,"0",Very good
"57502","34","315",-1.74,-0.53,40.74,Wastewater,Main,Others,S,PVC,153.32,Geology_3,21.81,Soiltype_13,No,LandUse_30,RoadClass_5,0.00,,"0",Very good
"57504","34","315",-1.76,0.20,55.01,Wastewater,Main,Others,S,PVC,153.38,Geology_3,21.59,Soiltype_13,No,LandUse_30,RoadClass_5,0.00,,"0",Very good
"57506","34","315",-2.09,0.25,53.63,Wastewater,Main,Others,S,PVC,153.47,Geology_3,21.34,Soiltype_5,No,LandUse_30,RoadClass_5,0.00,,"0",Very good
"57510","34","315",-1.33,-0.07,54.84,Wastewater,Main,Others,S,PVC,153.67,Geology_3,20.76,Soiltype_13,No,LandUse_20,RoadClass_5,0.00,19.47,"0",Very good
"57512","34","315",-2.09,-0.33,40.64,Wastewater,Main,Others,S,PVC,153.75,Geology_3,20.55,Soiltype_13,No,LandUse_20,RoadClass_5,0.00,19.47,"0",Very good
"57514","34","315",-1.60,0.47,50.50,Wastewater,Main,Others,S,PVC,153.86,Geology_3,20.32,Soiltype_13,No,LandUse_20,RoadClass_5,0.00,19.47,"0",Very good
"57516","34","315",-1.85,0.50,30.42,Wastewater,Main,Others,S,PVC,153.97,Geology_3,20.13,Soiltype_6,No,LandUse_20,RoadClass_5,0.00,19.47,"0",Very good
"57518","34","315",-1.95,-0.28,55.01,Wastewater,Main,Others,S,PVC,154.08,Geology_3,19.91,Soiltype_6,No,LandUse_20,RoadClass_5,0.00,19.47,"5",Very good
"57520","34","315",-1.80,-0.16,22.23,Wastewater,Main,Others,S,PVC,154.21,Geology_3,19.72,Soiltype_6,No,LandUse_20,RoadClass_5,0.00,19.47,"0",Very good
"57532","36","160",-1.62,10.21,49.58,Wastewater,Main,Others,S,PVC,153.35,Geology_3,23.36,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,26.64,"6",Good
"57545","6","500",1.54,5.08,106.51,Stormwater,Main,Others,S,Others,153.30,Geology_3,23.26,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,96.33,"77",Very bad
"57602","34","315",-2.18,0.34,59.60,Wastewater,Main,Others,S,PVC,153.18,Geology_1,22.98,,No,LandUse_10,RoadClass_5,0.00,96.33,"0",Very good
"57604","34","315",-3.16,0.23,33.77,Wastewater,Main,Others,S,PVC,153.19,Geology_1,22.77,Soiltype_13,No,LandUse_10,RoadClass_5,0.00,96.33,"0",Very good
"57606","34","315",-1.86,1.97,9.90,Wastewater,Main,Others,S,PVC,153.21,Geology_1,22.69,Soiltype_13,No,LandUse_10,RoadClass_4,0.00,96.33,"0",Very good
"57614","34","315",-1.97,-0.07,57.92,Wastewater,Main,Others,S,PVC,153.22,Geology_3,22.52,Soiltype_13,No,LandUse_30,RoadClass_4,0.00,,"0",Very good
"60609","66","300",-2.35,9.51,25.71,Combined,Main,MUF,S,BET,129.99,Geology_3,16.58,Soiltype_13,Yes,LandUse_10,RoadClass_1,0.00,185.49,"118",Very bad
"61396","53","250",-1.92,1.84,38.57,Stormwater,Main,MUF,S,BET,132.48,Geology_3,20.00,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,106.58,"60",Very bad
"61398","53","200",-2.66,13.28,25.67,Combined,Main,MUF,S,BET,132.41,Geology_3,19.99,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,106.58,"55",Very bad
"61403","8","225",-1.32,17.73,23.08,Wastewater,Main,MUF,S,Others,132.93,Geology_3,20.09,Soiltype_7,No,LandUse_10,RoadClass_3,0.00,106.58,"129",Very bad
"61404","8","250",-1.77,18.62,22.84,Stormwater,Main,MUF,S,Others,132.97,Geology_3,20.09,Soiltype_7,No,LandUse_10,RoadClass_3,0.00,106.58,"17",Questionable
"61867","55","125",-1.88,0.85,39.79,Combined,Main,MUF,S,BET,132.46,Geology_3,19.43,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,95.31,"12",Questionable
"61872","50","200",-1.81,0.22,43.45,Wastewater,Main,Others,S,PVC,132.55,Geology_1,19.54,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,95.31,"52",Very bad
"61917","50","200",-1.63,-0.75,51.63,Wastewater,Main,Others,S,PVC,132.84,Geology_1,19.58,Soiltype_7,No,LandUse_30,RoadClass_1,0.00,95.31,"34",Bad
"61920","50","200",-2.20,-0.46,56.29,Wastewater,Main,Others,S,PVC,133.13,Geology_1,19.64,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,95.31,"9",Good
"62010","53","200",-1.72,-1.31,28.19,Wastewater,Main,MUF,S,BET,133.72,Geology_1,20.04,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,276.70,"93",Very bad
"62018","53","200",-2.04,1.48,45.71,Wastewater,Main,MUF,S,BET,133.96,Geology_1,20.05,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,276.70,"101",Very bad
"62040","53","150",-1.90,2.32,28.31,Wastewater,Main,MUF,S,BET,134.52,Geology_1,20.12,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,276.70,"195",Very bad
"62041","53","150",-2.59,3.55,42.00,Wastewater,Main,MUF,S,BET,134.27,Geology_1,20.09,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,276.70,"325",Very bad
"62042","53","150",-2.73,3.82,43.28,Stormwater,Main,MUF,S,PVC,134.27,Geology_1,20.10,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,276.70,"482",Very bad
"62426","29","500",-2.10,-0.37,33.98,Combined,Main,Others,S,PVC,135.49,Geology_3,18.41,Soiltype_13,No,LandUse_10,RoadClass_3,0.00,16.40,"8",Good
"62491","65","225",-2.08,2.26,43.23,Combined,Main,MUF,S,BET,130.93,Geology_3,19.13,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,122.98,"7",Good
"62492","65","230",-2.55,4.58,45.32,Combined,Main,MUF,S,BET,131.15,Geology_3,19.16,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,122.98,"8",Good
"62494","52","150",-1.91,0.50,42.01,Wastewater,Main,MUF,S,BET,131.74,Geology_3,19.06,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,122.98,"177",Very bad
"62495","52","150",-2.03,1.25,38.07,Wastewater,Main,MUF,S,BET,131.89,Geology_3,19.10,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,122.98,"130",Very bad
"62552","36","200",-1.48,18.97,13.58,Combined,Main,Others,S,PVC,132.69,Geology_3,18.60,Soiltype_13,No,LandUse_10,RoadClass_4,0.00,161.92,"242",Very bad
"62570","55","150",-2.93,5.38,67.74,Combined,Main,MUF,S,BET,132.74,Geology_3,19.08,Soiltype_7,No,LandUse_10,RoadClass_3,0.00,133.22,"171",Very bad
"62571","55","225",-1.62,2.94,22.39,Combined,Main,MUF,S,BET,133.04,Geology_3,19.10,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,133.22,"25",Bad
"62573","55","400",-1.79,2.07,34.11,Stormwater,Main,MUF,S,BET,133.11,Geology_3,19.08,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,133.22,"78",Very bad
"62574","52","300",-0.31,6.22,81.01,Stormwater,Main,MUF,S,BET,132.92,Geology_3,19.15,Soiltype_7,Yes,LandUse_10,RoadClass_4,0.00,133.22,"30",Bad
"62575","55","400",-2.03,2.44,25.53,Stormwater,Main,MUF,S,PVC,133.31,Geology_3,19.10,Soiltype_13,No,LandUse_10,RoadClass_3,0.00,133.22,"0",Very good
"62583","51","315",-1.85,-0.81,21.84,Combined,Main,Others,S,PVC,134.20,Geology_3,18.77,Soiltype_13,Yes,LandUse_10,RoadClass_2,0.00,72.76,"0",Very good
"62586","44","1000",-2.50,0.52,77.49,Stormwater,Main,MUF,S,BET,134.20,Geology_3,18.77,Soiltype_13,Yes,LandUse_10,RoadClass_3,0.00,72.76,"19",Questionable
"62631","55","375",-2.04,7.05,86.11,Combined,Main,MUF,S,BET,133.01,Geology_3,19.17,Soiltype_7,No,LandUse_10,RoadClass_4,0.00,133.22,"17",Questionable
"63102","48","185",-1.99,-0.05,25.97,Wastewater,Main,MUF,S,PVC,140.68,Geology_3,16.90,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,81.98,"560",Very bad
"63124","51","225",-1.98,2.96,35.57,Wastewater,Main,MUF,S,BET,136.74,Geology_3,18.62,Soiltype_13,No,LandUse_10,RoadClass_3,0.00,79.93,"111",Very bad
"63125","51","375",-2.07,3.34,30.84,Stormwater,Main,MUF,S,BET,136.74,Geology_3,18.62,Soiltype_13,No,LandUse_10,RoadClass_3,0.00,79.93,"62",Very bad
"63128","51","375",-2.17,3.08,36.40,Stormwater,Main,MUF,S,BET,136.70,Geology_3,18.65,Soiltype_13,No,LandUse_10,RoadClass_2,0.00,79.93,"1200",Very bad
"63129","51","375",-2.03,1.66,8.18,Stormwater,Main,MUF,S,BET,136.71,Geology_3,18.59,Soiltype_13,No,LandUse_10,RoadClass_1,0.00,79.93,"478",Very bad
"63134","51","300",-2.00,2.62,38.40,Stormwater,Main,MUF,S,BET,136.41,Geology_3,18.88,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,128.10,"0",Very good
"63138","51","300",-1.99,0.53,28.79,Stormwater,Main,MUF,S,BET,136.32,Geology_3,18.94,Soiltype_5,No,LandUse_10,RoadClass_1,0.00,128.10,"59",Very bad
"63150","51","225",-1.35,1.89,66.47,Wastewater,Main,Others,S,BET,136.75,Geology_3,18.79,Soiltype_13,No,LandUse_10,RoadClass_1,0.00,79.93,"67",Very bad
"63182","53","300",-2.56,5.99,53.17,Combined,Main,MUF,S,BET,138.83,Geology_3,18.15,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,150.65,"30",Bad
"63188","53","300",-1.96,5.85,28.62,Combined,Main,MUF,S,BET,138.88,Geology_3,18.31,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,150.65,"11",Questionable
"63193","53","300",-2.18,4.77,54.95,Combined,Main,MUF,S,BET,138.89,Geology_3,18.46,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,150.65,"310",Very bad
"63267","48","600",-3.56,3.63,90.59,Stormwater,Main,MUF,S,BET,141.35,Geology_3,17.40,Soiltype_6,Yes,LandUse_10,RoadClass_4,0.00,81.98,"1200",Very bad
"63625","8","225",-2.27,2.39,40.62,Wastewater,Main,MUF,S,Others,136.33,Geology_1,20.41,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,111.70,"57",Very bad
"63631","8","225",-1.91,-2.03,41.25,Wastewater,Main,MUF,S,Others,136.05,Geology_1,20.36,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,111.70,"0",Very good
"63650","44","200",-3.01,3.38,32.01,Wastewater,Main,Others,S,BET,138.71,Geology_1,20.67,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,133.22,"429",Very bad
"63654","44","150",-2.76,-3.45,31.16,Stormwater,Main,MUF,S,BET,138.71,Geology_1,20.67,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,133.22,"35",Bad
"63659","44","250",-1.51,4.87,89.61,Stormwater,Main,Others,S,PVC,138.88,Geology_1,20.63,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,133.22,"55",Very bad
"63688","42","200",-1.80,0.83,64.48,Wastewater,Main,Others,S,PVC,136.31,Geology_1,20.01,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,95.31,"22",Bad
"63691","42","200",-2.24,1.60,43.01,Wastewater,Main,Others,S,PVC,136.70,Geology_1,20.09,Soiltype_7,No,LandUse_10,RoadClass_1,0.00,95.31,"976",Very bad
"63745","8","225",-1.83,4.19,56.45,Wastewater,Main,MUF,S,Others,135.73,Geology_1,20.33,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,111.70,"5",Very good
"63757","42","200",-1.96,0.38,55.61,Wastewater,Main,Others,S,PVC,135.89,Geology_1,19.95,Soiltype_7,No,LandUse_10,RoadClass_2,0.00,95.31,"34",Bad
"63907","38","200",-2.11,8.00,66.74,Wastewater,Main,MUF,S,BET,140.79,Geology_3,22.32,Soiltype_6,Yes,LandUse_10,RoadClass_4,0.00,135.27,"0",Very good
"63977","6","250",-1.25,5.35,36.94,Stormwater,Main,MUF,S,Others,136.33,Geology_3,20.65,Soiltype_7,No,LandUse_30,RoadClass_3,0.00,76.86,"8",Good
"63978","6","160",-1.17,4.99,38.36,Wastewater,Main,Others,S,Others,136.33,Geology_3,20.65,Soiltype_7,No,LandUse_30,RoadClass_3,0.00,76.86,"0",Very good
"63992","6","200",-3.19,9.66,28.36,Stormwater,Main,MUF,S,Others,135.87,Geology_3,20.63,Soiltype_7,No,LandUse_30,RoadClass_4,0.00,76.86,"0",Very good
"64002","8","225",-0.91,2.68,50.30,Wastewater,Main,MUF,S,Others,136.93,Geology_1,20.53,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,61.49,"113",Very bad
"64428","29","200",-2.01,0.49,37.87,Wastewater,Main,MUF,S,BET,143.98,Geology_3,22.92,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,17.42,"0",Very good
"64431","29","200",-1.72,2.59,34.44,Wastewater,Main,MUF,S,BET,144.22,Geology_3,22.96,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,17.42,"44",Bad
"64912","42","200",-2.38,3.86,36.05,Wastewater,Main,MUF,S,BET,144.59,Geology_1,21.45,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,124.00,"8",Good
"64915","42","200",-2.09,5.64,41.99,Wastewater,Main,MUF,S,BET,144.85,Geology_1,21.52,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,124.00,"0",Very good
"64918","42","200",-1.96,4.49,23.43,Wastewater,Main,MUF,S,BET,145.07,Geology_1,21.61,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,124.00,"17",Questionable
"64921","64","225",-1.75,1.99,34.32,Combined,Main,MUF,S,BET,145.09,Geology_1,21.75,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,124.00,"327",Very bad
"64922","64","225",-2.69,3.33,37.54,Combined,Main,MUF,S,BET,145.18,Geology_1,21.62,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,124.00,"220",Very bad
"64926","64","225",-1.76,0.94,30.18,Wastewater,Main,MUF,S,BET,145.31,Geology_3,21.42,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,124.00,"17",Questionable
"64931","55","150",-1.90,3.58,37.40,Combined,Main,MUF,S,BET,144.66,Geology_3,19.62,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,185.49,"0",Very good
"64954","27","160",-1.94,0.12,32.90,Wastewater,Main,Others,S,PVC,146.09,Geology_3,21.52,Soiltype_6,No,LandUse_10,RoadClass_5,0.00,103.50,"9",Good
"64955","27","250",-2.03,0.35,87.78,Stormwater,Main,MUF,S,BET,146.23,Geology_3,21.62,Soiltype_5,No,LandUse_10,RoadClass_5,0.00,103.50,"50",Bad
"64969","64","150",-2.17,2.04,51.90,Combined,Main,MUF,S,BET,144.67,Geology_1,21.98,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,124.00,"29",Bad
"64970","64","150",-2.17,1.82,53.15,Combined,Main,MUF,S,BET,144.35,Geology_1,21.87,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,124.00,"370",Very bad
"64998","44","200",-2.19,-2.17,62.78,Stormwater,Main,MUF,S,BET,143.85,Geology_1,22.02,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,96.33,"50",Bad
"64999","44","200",-1.87,5.42,38.96,Stormwater,Main,MUF,S,BET,144.07,Geology_1,22.03,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,124.00,"13",Questionable
"65046","51","225",-2.22,0.22,18.26,Combined,Main,MUF,S,BET,144.20,Geology_3,19.07,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,204.96,"162",Very bad
"65479","46","225",-2.27,2.14,12.76,Combined,Main,MUF,S,BET,146.76,Geology_3,14.80,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,71.74,"0",Very good
"65514","46","200",-2.01,0.71,54.48,Combined,Main,Others,S,BET,146.90,Geology_3,14.84,Soiltype_14,No,LandUse_10,RoadClass_1,0.00,71.74,"0",Very good
"65544","46","200",-1.34,7.93,16.09,Combined,Main,MUF,S,BET,146.37,Geology_3,15.77,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,199.84,"75",Very bad
"65545","46","225",-1.78,1.85,53.42,Combined,Main,MUF,S,BET,146.66,Geology_3,15.95,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,96.33,"33",Bad
"65548","46","225",-1.89,3.84,38.53,Wastewater,Main,MUF,S,BET,146.84,Geology_3,16.33,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,96.33,"29",Bad
"65561","26","200",-2.29,1.34,43.51,Combined,Main,MUF,S,BET,145.82,Geology_3,17.60,Soiltype_6,Yes,LandUse_10,RoadClass_2,0.00,199.84,"0",Very good
"65594","51","200",-1.85,4.76,6.22,Combined,Main,MUF,S,BET,144.11,Geology_3,15.52,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,257.22,"33",Bad
"65596","27","225",-2.06,1.45,60.67,Combined,Main,MUF,S,BET,143.55,Geology_3,15.63,Soiltype_6,No,LandUse_10,RoadClass_1,6800.00,257.22,"139",Very bad
"65604","29","200",-1.44,2.73,20.95,Combined,Main,MUF,S,BET,144.14,Geology_3,15.69,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,257.22,"158",Very bad
"65611","29","200",-2.55,20.25,9.55,Combined,Main,MUF,S,BET,144.10,Geology_3,16.12,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,257.22,"178",Very bad
"65614","29","200",-4.68,8.61,45.17,Combined,Main,MUF,S,BET,144.00,Geology_3,16.21,Soiltype_6,Yes,LandUse_10,RoadClass_4,0.00,257.22,"9",Good
"65616","29","200",-2.17,7.92,19.90,Combined,Main,MUF,S,BET,143.86,Geology_3,16.48,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,257.22,"32",Bad
"65630","48","225",-1.82,1.48,58.47,Combined,Main,MUF,S,BET,144.04,Geology_3,17.12,Soiltype_6,Yes,LandUse_10,RoadClass_1,0.00,257.22,"30",Bad
"65632","48","225",-2.76,2.43,57.37,Combined,Main,MUF,S,BET,144.40,Geology_3,17.13,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,257.22,"9",Good
"65642","51","225",-2.73,3.13,60.67,Combined,Main,MUF,S,BET,143.95,Geology_3,18.87,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,204.96,"50",Bad
"65690","48","225",-2.16,3.27,45.99,Combined,Main,MUF,S,BET,143.20,Geology_3,17.15,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,199.84,"35",Bad
"65731","48","225",-3.23,7.04,43.56,Combined,Main,MUF,S,BET,142.96,Geology_3,16.44,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,199.84,"23",Bad
"65746","27","225",-2.69,0.87,54.17,Combined,Main,MUF,S,BET,143.18,Geology_3,15.72,Soiltype_6,No,LandUse_10,RoadClass_1,6800.00,199.84,"100",Very bad
"65747","27","225",-1.85,-0.26,39.97,Combined,Main,MUF,S,BET,142.87,Geology_3,15.81,Soiltype_6,No,LandUse_10,RoadClass_1,6800.00,199.84,"132",Very bad
"65749","27","225",-2.32,0.40,51.01,Combined,Main,MUF,S,BET,142.57,Geology_3,15.95,Soiltype_6,No,LandUse_10,RoadClass_1,6800.00,199.84,"130",Very bad
"65750","27","225",-2.06,0.36,56.79,Combined,Main,MUF,S,BET,142.19,Geology_3,16.18,Soiltype_6,No,LandUse_10,RoadClass_1,6800.00,199.84,"145",Very bad
"65752","53","250",-2.07,1.31,35.35,Stormwater,Main,MUF,S,BET,142.07,Geology_3,17.38,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,199.84,"9",Good
"65754","48","200",-1.94,1.48,63.47,Combined,Main,Others,S,BET,145.51,Geology_3,17.34,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,199.84,"60",Very bad
"65760","48","225",-2.17,1.65,39.06,Combined,Main,MUF,S,BET,145.20,Geology_3,17.20,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,199.84,"10",Good
"65762","48","225",-1.76,2.29,70.61,Combined,Main,MUF,S,BET,143.61,Geology_3,17.13,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,257.22,"36",Bad
"65773","52","225",-2.09,0.46,60.41,Combined,Main,MUF,S,BET,141.80,Geology_3,16.46,Soiltype_6,No,LandUse_10,RoadClass_1,6800.00,199.84,"111",Very bad
"66075","70","225",-1.94,1.05,61.45,Wastewater,Main,MUF,S,BET,150.47,Geology_1,27.10,Soiltype_7,No,LandUse_10,RoadClass_3,0.00,45.09,"18",Questionable
"66107","40","200",-2.37,3.71,38.80,Wastewater,Main,MUF,S,BET,149.77,Geology_3,28.64,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,71.74,"21",Bad
"66109","40","200",-2.11,5.26,39.30,Wastewater,Main,MUF,S,BET,149.87,Geology_3,28.98,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,71.74,"20",Questionable
"66111","40","200",-1.90,5.57,40.47,Wastewater,Main,MUF,S,BET,149.95,Geology_3,29.38,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,71.74,"72",Very bad
"66113","40","200",-1.96,4.99,39.23,Wastewater,Main,MUF,S,BET,150.02,Geology_3,29.74,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,,"0",Very good
"66115","40","200",-1.99,3.81,29.02,Wastewater,Main,MUF,S,BET,150.10,Geology_3,30.15,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,,"35",Bad
"66117","52","200",-2.09,4.13,14.62,Wastewater,Main,MUF,S,BET,150.15,Geology_3,30.39,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"0",Very good
"66118","52","200",-1.93,-1.11,25.12,Wastewater,Main,MUF,S,BET,150.22,Geology_3,30.60,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,6.15,"132",Very bad
"66213","38","315",-1.90,0.21,26.76,Wastewater,Main,Others,S,PVC,147.96,Geology_3,26.24,Soiltype_6,No,LandUse_10,RoadClass_5,0.00,,"0",Very good
"66216","38","200",-1.83,13.80,23.30,Wastewater,Main,MUF,S,BET,148.10,Geology_3,26.38,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,,"15",Questionable
"66250","26","200",-2.11,2.88,42.08,Wastewater,Main,MUF,S,BET,147.99,Geology_1,25.14,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,3.07,"5",Very good
"66251","26","200",-1.00,-0.38,57.63,Wastewater,Main,MUF,S,BET,148.26,Geology_1,25.41,Soiltype_6,No,LandUse_10,RoadClass_3,0.00,,"77",Very bad
"66273","70","225",-1.91,1.41,71.51,Wastewater,Main,MUF,S,BET,150.67,Geology_1,27.10,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,45.09,"20",Questionable
"66285","70","225",-1.95,1.25,41.34,Wastewater,Main,Others,S,BET,150.39,Geology_1,26.77,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,45.09,"5",Very good
"66536","67","150",-2.07,0.50,26.01,Wastewater,Main,MUF,S,BET,151.55,Geology_3,32.65,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,133.22,"118",Very bad
"66537","67","150",-2.18,-2.30,20.25,Wastewater,Main,MUF,S,BET,151.60,Geology_3,32.95,Soiltype_6,No,LandUse_10,RoadClass_2,4200.00,133.22,"95",Very bad
"66538","40","200",-2.34,6.54,33.43,Wastewater,Main,Others,S,PVC,151.60,Geology_3,32.63,Soiltype_6,No,LandUse_10,RoadClass_4,0.00,133.22,"0",Very good
"66543","40","200",-2.55,8.74,17.24,Wastewater,Main,Others,S,PVC,151.65,Geology_3,32.28,Soiltype_6,No,LandUse_10,RoadClass_2,0.00,133.22,"0",Very good
"66579","38","200",-2.19,0.75,70.92,Wastewater,Main,MUF,S,BET,150.55,Geology_3,31.86,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"108",Very bad
"66580","38","200",-2.20,1.72,58.80,Wastewater,Main,MUF,S,BET,150.76,Geology_3,32.65,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"24",Bad
"66581","38","200",-2.17,-0.29,72.18,Wastewater,Main,MUF,S,BET,150.98,Geology_3,33.57,Soiltype_6,No,LandUse_10,RoadClass_1,0.00,6.15,"90",Very bad
"66582","38","200",-2.38,1.36,37.39,Wastewater,Main,MUF,S,PVC,151.11,Geology_3,34.26,Soiltype_6,No,LandUse_10,RoadClass_5,0.00,141.42,"0",Very good
